0. camidx = 0, ptidx = 0, projections: x = 1597.07, y = 473.37.
5005. camidx = 0, ptidx = 973, projections: x = -1383.95, y = 305.24.
5006. camidx = 4, ptidx = 973, projections: x = -139.28, y = 351.27.
5007. camidx = 5, ptidx = 973, projections: x = -940.96, y = 540.03.
5008. camidx = 7, ptidx = 973, projections: x = -1106.95, y = 415.36.
5009. camidx = 15, ptidx = 973, projections: x = 590.58, y = 217.44.
5010. camidx = 16, ptidx = 973, projections: x = -605.91, y = 369.45.
5011. camidx = 19, ptidx = 973, projections: x = 222.07, y = 330.55.
5012. camidx = 0, ptidx = 974, projections: x = 614.22, y = 306.03.
5013. camidx = 4, ptidx = 974, projections: x = 924.08, y = 390.36.
5014. camidx = 0, ptidx = 975, projections: x = 1598.85, y = 310.94.
5015. camidx = 2, ptidx = 975, projections: x = 782.69, y = 200.51.
5016. camidx = 7, ptidx = 975, projections: x = 925.51, y = 410.25.
5017. camidx = 8, ptidx = 975, projections: x = 864.1, y = 413.78.
5018. camidx = 17, ptidx = 975, projections: x = -913.29, y = 628.57.
5019. camidx = 0, ptidx = 976, projections: x = -1375.64, y = 311.47.
5020. camidx = 4, ptidx = 976, projections: x = -135.2, y = 354.62.
5021. camidx = 7, ptidx = 976, projections: x = -1101.06, y = 420.74.
5022. camidx = 14, ptidx = 976, projections: x = -202.81, y = 296.33.
5023. camidx = 15, ptidx = 976, projections: x = 595.44, y = 221.45.
5024. camidx = 19, ptidx = 976, projections: x = 228.84, y = 337.
5025. camidx = 0, ptidx = 977, projections: x = 584.1, y = 314.86.
5026. camidx = 4, ptidx = 977, projections: x = 906.02, y = 393.67.
5027. camidx = 0, ptidx = 978, projections: x = 584.1, y = 314.86.
5028. camidx = 4, ptidx = 978, projections: x = 906.02, y = 393.67.
5029. camidx = 0, ptidx = 979, projections: x = -1591.3, y = 315.34.
5030. camidx = 4, ptidx = 979, projections: x = -246.76, y = 354.91.
5031. camidx = 5, ptidx = 979, projections: x = -1087.36, y = 521.98.
5032. camidx = 15, ptidx = 979, projections: x = 464.23, y = 221.33.
5033. camidx = 16, ptidx = 979, projections: x = -732.32, y = 371.97.
5034. camidx = 19, ptidx = 979, projections: x = 19.1801, y = 330.9.
5035. camidx = 0, ptidx = 980, projections: x = -1604.5, y = 315.09.
5036. camidx = 4, ptidx = 980, projections: x = -253.41, y = 354.76.
5037. camidx = 5, ptidx = 980, projections: x = -1096.88, y = 519.93.
5038. camidx = 15, ptidx = 980, projections: x = 456, y = 221.
5039. camidx = 19, ptidx = 980, projections: x = 6.33997, y = 330.09.
5040. camidx = 0, ptidx = 981, projections: x = -1146.45, y = 324.31.
5041. camidx = 4, ptidx = 981, projections: x = -24.92, y = 366.66.
5042. camidx = 15, ptidx = 981, projections: x = 721.33, y = 234.72.
5043. camidx = 0, ptidx = 982, projections: x = -1146.45, y = 324.31.
5044. camidx = 4, ptidx = 982, projections: x = -24.92, y = 366.66.
5045. camidx = 0, ptidx = 983, projections: x = 1590.79, y = 329.29.
5046. camidx = 2, ptidx = 983, projections: x = 775.53, y = 219.38.
5047. camidx = 12, ptidx = 983, projections: x = -208.62, y = -428.98.
5048. camidx = 17, ptidx = 983, projections: x = -922.54, y = 658.54.
5049. camidx = 0, ptidx = 984, projections: x = 840.52, y = 329.45.
5050. camidx = 8, ptidx = 984, projections: x = -214.37, y = 449.14.
5051. camidx = 0, ptidx = 985, projections: x = -1347.48, y = 335.17.
5052. camidx = 4, ptidx = 985, projections: x = -122.3, y = 367.79.
5053. camidx = 0, ptidx = 986, projections: x = -921.73, y = 339.54.
5054. camidx = 4, ptidx = 986, projections: x = 79.55, y = 382.49.
5055. camidx = 14, ptidx = 986, projections: x = -24.59, y = 305.37.
5056. camidx = 15, ptidx = 986, projections: x = 837.47, y = 252.59.
5057. camidx = 16, ptidx = 986, projections: x = -374.38, y = 404.29.
5058. camidx = 0, ptidx = 987, projections: x = 1638.31, y = 340.65.
5059. camidx = 7, ptidx = 987, projections: x = 950.26, y = 428.6.
5060. camidx = 0, ptidx = 988, projections: x = 1516.27, y = 343.68.
5061. camidx = 8, ptidx = 988, projections: x = 752.36, y = 463.55.
5062. camidx = 0, ptidx = 989, projections: x = -1065.22, y = 356.64.
5063. camidx = 4, ptidx = 989, projections: x = 13.21, y = 385.89.
5064. camidx = 10, ptidx = 989, projections: x = -1282.5, y = -256.54.
5065. camidx = 15, ptidx = 989, projections: x = 764.92, y = 256.64.
5066. camidx = 20, ptidx = 989, projections: x = -1187.47, y = -96.26.
5067. camidx = 0, ptidx = 990, projections: x = -1065.22, y = 356.64.
5068. camidx = 7, ptidx = 990, projections: x = -882.65, y = 459.86.
5069. camidx = 15, ptidx = 990, projections: x = 764.92, y = 256.64.
5070. camidx = 19, ptidx = 990, projections: x = 509.25, y = 394.66.
5071. camidx = 0, ptidx = 991, projections: x = -1128.25, y = 356.45.
5072. camidx = 4, ptidx = 991, projections: x = -16.46, y = 384.01.
5073. camidx = 5, ptidx = 991, projections: x = -775.93, y = 610.41.
5074. camidx = 7, ptidx = 991, projections: x = -923.79, y = 458.56.
5075. camidx = 14, ptidx = 991, projections: x = -98.62, y = 314.81.
5076. camidx = 15, ptidx = 991, projections: x = 731.74, y = 254.34.
5077. camidx = 19, ptidx = 991, projections: x = 453.05, y = 391.69.
5078. camidx = 0, ptidx = 992, projections: x = -1076.04, y = 357.54.
5079. camidx = 4, ptidx = 992, projections: x = 7.47998, y = 386.06.
5080. camidx = 16, ptidx = 992, projections: x = -448.35, y = 408.27.
5081. camidx = 0, ptidx = 993, projections: x = -1667.71, y = 366.01.
5082. camidx = 4, ptidx = 993, projections: x = -286.84, y = 380.33.
5083. camidx = 5, ptidx = 993, projections: x = -1148.67, y = 548.12.
5084. camidx = 0, ptidx = 994, projections: x = -1667.71, y = 366.01.
5085. camidx = 4, ptidx = 994, projections: x = -286.84, y = 380.33.
5086. camidx = 19, ptidx = 994, projections: x = -54.46, y = 375.88.
5087. camidx = 0, ptidx = 995, projections: x = -1294.96, y = 366.87.
5088. camidx = 4, ptidx = 995, projections: x = -96.5601, y = 384.91.
5089. camidx = 5, ptidx = 995, projections: x = -889.46, y = 595.57.
5090. camidx = 7, ptidx = 995, projections: x = -1041.45, y = 464.72.
5091. camidx = 14, ptidx = 995, projections: x = -167.42, y = 321.24.
5092. camidx = 15, ptidx = 995, projections: x = 640.02, y = 255.57.
5093. camidx = 16, ptidx = 995, projections: x = -559.21, y = 406.59.
5094. camidx = 19, ptidx = 995, projections: x = 301.87, y = 394.33.
5095. camidx = 0, ptidx = 996, projections: x = -1570.07, y = 366.78.
5096. camidx = 4, ptidx = 996, projections: x = -236.7, y = 381.47.
5097. camidx = 5, ptidx = 996, projections: x = -1080.44, y = 560.76.
5098. camidx = 14, ptidx = 996, projections: x = -297.6, y = 323.6.
5099. camidx = 15, ptidx = 996, projections: x = 476.2, y = 251.14.
5100. camidx = 16, ptidx = 996, projections: x = -721.05, y = 401.63.
5101. camidx = 19, ptidx = 996, projections: x = 38.47, y = 381.4.
5102. camidx = 0, ptidx = 997, projections: x = 577.52, y = 368.86.
5103. camidx = 5, ptidx = 997, projections: x = 446.8, y = 839.58.
5104. camidx = 8, ptidx = 997, projections: x = -675.35, y = 537.94.
5105. camidx = 0, ptidx = 998, projections: x = -1225.76, y = 369.4.
5106. camidx = 4, ptidx = 998, projections: x = -63.38, y = 387.72.
5107. camidx = 14, ptidx = 998, projections: x = -138, y = 321.51.
5108. camidx = 15, ptidx = 998, projections: x = 678.18, y = 258.92.
5109. camidx = 16, ptidx = 998, projections: x = -523.05, y = 409.97.
5110. camidx = 19, ptidx = 998, projections: x = 365, y = 400.01.
5111. camidx = 0, ptidx = 999, projections: x = -1225.76, y = 369.4.
5112. camidx = 4, ptidx = 999, projections: x = -63.38, y = 387.72.
5113. camidx = 7, ptidx = 999, projections: x = -991.22, y = 467.23.
5114. camidx = 14, ptidx = 999, projections: x = -138, y = 321.51.
5115. camidx = 15, ptidx = 999, projections: x = 678.18, y = 258.92.
5116. camidx = 16, ptidx = 999, projections: x = -523.05, y = 409.97.
5117. camidx = 19, ptidx = 999, projections: x = 365, y = 400.01.
5118. camidx = 0, ptidx = 1000, projections: x = -1415.32, y = 369.96.
5119. camidx = 4, ptidx = 1000, projections: x = -156.1, y = 384.36.
5120. camidx = 5, ptidx = 1000, projections: x = -972.12, y = 582.01.
5121. camidx = 14, ptidx = 1000, projections: x = -221.26, y = 323.57.
5122. camidx = 15, ptidx = 1000, projections: x = 570.89, y = 254.94.
5123. camidx = 16, ptidx = 1000, projections: x = -626.54, y = 405.73.
5124. camidx = 19, ptidx = 1000, projections: x = 189.34, y = 391.94.
5125. camidx = 0, ptidx = 1001, projections: x = -1219.89, y = 375.35.
5126. camidx = 4, ptidx = 1001, projections: x = -60.24, y = 391.
5127. camidx = 7, ptidx = 1001, projections: x = -986.78, y = 472.1.
5128. camidx = 15, ptidx = 1001, projections: x = 681.64, y = 262.69.
5129. camidx = 16, ptidx = 1001, projections: x = -519.86, y = 413.21.
5130. camidx = 19, ptidx = 1001, projections: x = 369.45, y = 405.25.
5131. camidx = 0, ptidx = 1002, projections: x = 456.66, y = 376.5.
5132. camidx = 2, ptidx = 1002, projections: x = -373.69, y = 319.61.
5133. camidx = 6, ptidx = 1002, projections: x = -663.75, y = 420.82.
5134. camidx = 7, ptidx = 1002, projections: x = 182.4, y = 471.85.
5135. camidx = 9, ptidx = 1002, projections: x = -393.43, y = 380.04.
5136. camidx = 18, ptidx = 1002, projections: x = -517.17, y = 120.68.
5137. camidx = 0, ptidx = 1003, projections: x = -1415.78, y = 381.88.
5138. camidx = 4, ptidx = 1003, projections: x = -157.39, y = 391.65.
5139. camidx = 0, ptidx = 1004, projections: x = -812.8, y = 391.27.
5140. camidx = 4, ptidx = 1004, projections: x = 126.94, y = 416.3.
5141. camidx = 0, ptidx = 1005, projections: x = -1373.43, y = 395.69.
5142. camidx = 4, ptidx = 1005, projections: x = -135.62, y = 398.29.
5143. camidx = 0, ptidx = 1006, projections: x = 621.86, y = 401.
5144. camidx = 5, ptidx = 1006, projections: x = 478.87, y = 872.13.
5145. camidx = 0, ptidx = 1007, projections: x = -1373.32, y = 408.65.
5146. camidx = 4, ptidx = 1007, projections: x = -135.85, y = 404.78.
5147. camidx = 14, ptidx = 1007, projections: x = -201.68, y = 341.3.
5148. camidx = 15, ptidx = 1007, projections: x = 595.37, y = 277.94.
5149. camidx = 16, ptidx = 1007, projections: x = -604.79, y = 428.55.
5150. camidx = 19, ptidx = 1007, projections: x = 227.97, y = 431.76.
5151. camidx = 0, ptidx = 1008, projections: x = 1653.01, y = 411.17.
5152. camidx = 7, ptidx = 1008, projections: x = 948.99, y = 488.3.
5153. camidx = 8, ptidx = 1008, projections: x = 950.81, y = 553.65.
5154. camidx = 12, ptidx = 1008, projections: x = -188.24, y = -361.88.
5155. camidx = 0, ptidx = 1009, projections: x = 554.73, y = 412.02.
5156. camidx = 5, ptidx = 1009, projections: x = 424, y = 867.96.
5157. camidx = 0, ptidx = 1010, projections: x = 617.61, y = 414.32.
5158. camidx = 4, ptidx = 1010, projections: x = 927.82, y = 454.37.
5159. camidx = 0, ptidx = 1011, projections: x = 530.14, y = 423.
5160. camidx = 4, ptidx = 1011, projections: x = 874.9, y = 452.69.
5161. camidx = 5, ptidx = 1011, projections: x = 404.87, y = 871.66.
5162. camidx = 8, ptidx = 1011, projections: x = -755.6, y = 630.57.
5163. camidx = 0, ptidx = 1012, projections: x = -1372.42, y = 423.48.
5164. camidx = 4, ptidx = 1012, projections: x = -136.22, y = 412.64.
5165. camidx = 14, ptidx = 1012, projections: x = -201.61, y = 348.24.
5166. camidx = 15, ptidx = 1012, projections: x = 595.41, y = 286.61.
5167. camidx = 0, ptidx = 1013, projections: x = 575.45, y = 424.59.
5168. camidx = 4, ptidx = 1013, projections: x = 902.21, y = 457.13.
5169. camidx = 8, ptidx = 1013, projections: x = -677.1, y = 628.37.
5170. camidx = 0, ptidx = 1014, projections: x = 487.43, y = 425.01.
5171. camidx = 4, ptidx = 1014, projections: x = 850.28, y = 452.8.
5172. camidx = 0, ptidx = 1015, projections: x = 442.62, y = 432.44.
5173. camidx = 4, ptidx = 1015, projections: x = 823.64, y = 455.47.
5174. camidx = 10, ptidx = 1015, projections: x = -302.23, y = -230.64.
5175. camidx = 12, ptidx = 1015, projections: x = -929.83, y = -327.37.
5176. camidx = 0, ptidx = 1016, projections: x = 546.7, y = 434.12.
5177. camidx = 4, ptidx = 1016, projections: x = 884.78, y = 460.48.
5178. camidx = 8, ptidx = 1016, projections: x = -727.85, y = 646.76.
5179. camidx = 0, ptidx = 1017, projections: x = -818.73, y = 440.13.
5180. camidx = 4, ptidx = 1017, projections: x = 123.51, y = 442.48.
5181. camidx = 10, ptidx = 1017, projections: x = -1162.42, y = -188.28.
5182. camidx = 15, ptidx = 1017, projections: x = 884.13, y = 320.37.
5183. camidx = 19, ptidx = 1017, projections: x = 708.23, y = 489.07.
5184. camidx = 0, ptidx = 1018, projections: x = 508.81, y = 441.26.
5185. camidx = 4, ptidx = 1018, projections: x = 862.61, y = 462.76.
5186. camidx = 8, ptidx = 1018, projections: x = -792.67, y = 661.4.
5187. camidx = 0, ptidx = 1019, projections: x = 491.06, y = 446.3.
5188. camidx = 4, ptidx = 1019, projections: x = 851.88, y = 465.03.
5189. camidx = 0, ptidx = 1020, projections: x = -1370.21, y = 451.
5190. camidx = 4, ptidx = 1020, projections: x = -135.42, y = 426.96.
5191. camidx = 0, ptidx = 1021, projections: x = -893.27, y = 452.07.
5192. camidx = 4, ptidx = 1021, projections: x = 90.6, y = 444.02.
5193. camidx = 15, ptidx = 1021, projections: x = 849.33, y = 323.08.
5194. camidx = 19, ptidx = 1021, projections: x = 648.97, y = 498.77.
5195. camidx = 0, ptidx = 1022, projections: x = -922.45, y = 457.56.
5196. camidx = 4, ptidx = 1022, projections: x = 77.09, y = 445.47.
5197. camidx = 0, ptidx = 1023, projections: x = -922.45, y = 457.56.
5198. camidx = 4, ptidx = 1023, projections: x = 77.09, y = 445.47.
5199. camidx = 10, ptidx = 1023, projections: x = -1205.12, y = -178.93.
5200. camidx = 15, ptidx = 1023, projections: x = 835.14, y = 324.54.
5201. camidx = 18, ptidx = 1023, projections: x = -1320.39, y = 194.29.
5202. camidx = 0, ptidx = 1024, projections: x = -928.85, y = 465.23.
5203. camidx = 4, ptidx = 1024, projections: x = 74.34, y = 449.36.
5204. camidx = 7, ptidx = 1024, projections: x = -807.1, y = 550.31.
5205. camidx = 10, ptidx = 1024, projections: x = -1207.76, y = -173.04.
5206. camidx = 14, ptidx = 1024, projections: x = -26.95, y = 363.31.
5207. camidx = 15, ptidx = 1024, projections: x = 831.63, y = 329.06.
5208. camidx = 16, ptidx = 1024, projections: x = -382.39, y = 475.92.
5209. camidx = 18, ptidx = 1024, projections: x = -1323.12, y = 199.18.
5210. camidx = 19, ptidx = 1024, projections: x = 620.83, y = 509.88.
5211. camidx = 20, ptidx = 1024, projections: x = -1136.15, y = -28.9399.
5212. camidx = 0, ptidx = 1025, projections: x = 530.53, y = 469.79.
5213. camidx = 5, ptidx = 1025, projections: x = 400.64, y = 908.83.
5214. camidx = 0, ptidx = 1026, projections: x = 480.57, y = 473.02.
5215. camidx = 5, ptidx = 1026, projections: x = 362.48, y = 903.9.
5216. camidx = 0, ptidx = 1027, projections: x = -1062.07, y = 478.73.
5217. camidx = 4, ptidx = 1027, projections: x = 12.18, y = 450.44.
5218. camidx = 10, ptidx = 1027, projections: x = -1279.21, y = -165.01.
5219. camidx = 15, ptidx = 1027, projections: x = 763.86, y = 329.99.
5220. camidx = 16, ptidx = 1027, projections: x = -445.42, y = 477.82.
5221. camidx = 0, ptidx = 1028, projections: x = -745.18, y = 480.04.
5222. camidx = 4, ptidx = 1028, projections: x = 153.39, y = 471.42.
5223. camidx = 0, ptidx = 1029, projections: x = -1228.04, y = 488.28.
5224. camidx = 4, ptidx = 1029, projections: x = -66.99, y = 449.96.
5225. camidx = 7, ptidx = 1029, projections: x = -999.04, y = 562.35.
5226. camidx = 10, ptidx = 1029, projections: x = -1385.85, y = -155.91.
5227. camidx = 14, ptidx = 1029, projections: x = -140.23, y = 376.99.
5228. camidx = 15, ptidx = 1029, projections: x = 674.2, y = 329.73.
5229. camidx = 16, ptidx = 1029, projections: x = -530.06, y = 478.12.
5230. camidx = 19, ptidx = 1029, projections: x = 357.18, y = 517.33.
5231. camidx = 0, ptidx = 1030, projections: x = -1133.21, y = 491.72.
5232. camidx = 4, ptidx = 1030, projections: x = -22.17, y = 454.66.
5233. camidx = 7, ptidx = 1030, projections: x = -934.59, y = 565.72.
5234. camidx = 10, ptidx = 1030, projections: x = -1323.42, y = -154.23.
5235. camidx = 14, ptidx = 1030, projections: x = -102.18, y = 377.5.
5236. camidx = 19, ptidx = 1030, projections: x = 441.51, y = 525.32.
5237. camidx = 0, ptidx = 1031, projections: x = -1651.94, y = 502.5.
5238. camidx = 4, ptidx = 1031, projections: x = -282.87, y = 450.88.
5239. camidx = 0, ptidx = 1032, projections: x = -1281.91, y = 503.74.
5240. camidx = 4, ptidx = 1032, projections: x = -94.13, y = 456.46.
5241. camidx = 14, ptidx = 1032, projections: x = -163.52, y = 384.42.
5242. camidx = 0, ptidx = 1033, projections: x = -1295.7, y = 504.61.
5243. camidx = 4, ptidx = 1033, projections: x = -101.01, y = 456.66.
5244. camidx = 5, ptidx = 1033, projections: x = -912.67, y = 693.98.
5245. camidx = 10, ptidx = 1033, projections: x = -1435.28, y = -141.11.
5246. camidx = 14, ptidx = 1033, projections: x = -169.74, y = 385.24.
5247. camidx = 16, ptidx = 1033, projections: x = -568.05, y = 485.54.
5248. camidx = 19, ptidx = 1033, projections: x = 292.6, y = 529.4.
5249. camidx = 0, ptidx = 1034, projections: x = -1584.93, y = 505.3.
5250. camidx = 4, ptidx = 1034, projections: x = -247.58, y = 453.
5251. camidx = 5, ptidx = 1034, projections: x = -1114.47, y = 657.68.
5252. camidx = 15, ptidx = 1034, projections: x = 464.63, y = 330.92.
5253. camidx = 16, ptidx = 1034, projections: x = -737.59, y = 481.98.
5254. camidx = 0, ptidx = 1035, projections: x = -789.94, y = 519.66.
5255. camidx = 4, ptidx = 1035, projections: x = 135.49, y = 488.6.
5256. camidx = 15, ptidx = 1035, projections: x = 896.38, y = 372.92.
5257. camidx = 19, ptidx = 1035, projections: x = 728.21, y = 571.5.
5258. camidx = 0, ptidx = 1036, projections: x = -1033.2, y = 522.51.
5259. camidx = 4, ptidx = 1036, projections: x = 24.79, y = 474.93.
5260. camidx = 7, ptidx = 1036, projections: x = -870.14, y = 592.08.
5261. camidx = 19, ptidx = 1036, projections: x = 529.8, y = 561.97.
5262. camidx = 0, ptidx = 1037, projections: x = -1367.79, y = 526.21.
5263. camidx = 4, ptidx = 1037, projections: x = -136.18, y = 465.89.
5264. camidx = 15, ptidx = 1037, projections: x = 595.69, y = 346.81.
5265. camidx = 0, ptidx = 1038, projections: x = -1075.59, y = 527.03.
5266. camidx = 4, ptidx = 1038, projections: x = 3.81995, y = 475.99.
5267. camidx = 19, ptidx = 1038, projections: x = 490.91, y = 563.92.
5268. camidx = 0, ptidx = 1039, projections: x = -1075.59, y = 527.03.
5269. camidx = 4, ptidx = 1039, projections: x = 3.81995, y = 475.99.
5270. camidx = 16, ptidx = 1039, projections: x = -455.46, y = 505.04.
5271. camidx = 19, ptidx = 1039, projections: x = 490.91, y = 563.92.
5272. camidx = 0, ptidx = 1040, projections: x = -1366.06, y = 547.
